3.73	0.16	14.9115
1.94	0.63	15.12
0.88	1	13.8608
1.63	2.17	16.1097
3.37	0.31	15.9569
1.37	1.06	15.0169
3.01	1.49	15.4449
1.97	3.73	18.0143
0.41	3.77	16.9715
2.61	1.5	15.3601
3.55	3.67	19.1669
3.55	2.6	17.3275
1.87	1.78	14.9543
1.06	3.59	16.9174
2.37	3.93	18.2623
1.06	3.03	16.5772
1.53	3.37	17.1427
3.11	2.7	16.8391
2.17	1.87	16.5501
3.68	3.36	18.365
0.32	0.59	13.194
1.56	1.96	15.3128
1.22	2.44	16.335
3.92	2.84	16.865
2.65	1.73	16.0281
4	3.78	19.5676
3.58	0.86	15.329
4	1.56	17.2802
0.57	1.26	15.1529
1.38	3.15	16.9438
1.06	0.6	15.4366
1.2	0.8	13.733
0.02	0.96	13.4314
3.97	0.09	16.1105
0.14	3.01	16.4266
3.52	2.03	16.6958
0.33	1.16	15.6875
2.11	2.31	17.1853
0.55	1.58	15.5291
2.28	3.45	18.0038
3.3	3.03	17.8656
0.78	2.17	15.9562
2.21	2.19	15.7559
3.97	0.01	15.9319
0.63	3.61	16.9445
3.57	1.44	15.7335
2.26	3.54	16.7184
0.55	2.96	17.2337
0.73	3.09	16.7921
3.68	0.92	16.2752
1.94	2.66	15.8626
2.3	1.65	16.021
1.04	0.21	14.2496
0.98	0.78	13.8044
2.01	2.12	16.6845
2.63	1.05	14.9793
2.69	1.43	16.9135
3.04	2.63	16.596
0.59	2.66	15.3691
1.17	2.37	15.3101
0.22	1.68	16.1158
1.98	0.36	15.073
2.71	3.17	16.5475
3.14	2.16	16.2496
2.72	3.8	18.5662
3.5	1.81	16.3302
0.5	2.91	16.0922
1.92	2.72	17.6596
0.37	2.91	16.6589
3.96	0.72	15.391
0.58	2.22	16.3702
0.47	1.4	15.0907
2.44	1.17	14.7268
2.29	3.58	17.7525
3.04	3.93	18.437
2.98	2.26	16.016
2.76	0.35	15.2586
2.46	1.6	15.7856
1.45	1.51	16.3487
0.95	1.39	14.9783
0.71	1.14	15.2049
3.71	0.69	15.5059
3.52	0.61	14.8344
1.17	0.54	15.4065
1.13	3.58	17.4269
0.48	0.56	13.412
2	0.72	14.9474
0.75	3.84	17.7853
3.37	2.52	17.4701
3.46	0.48	15.9752
2.85	0.44	16.0633
1.15	0.31	14.7917
0.73	3.63	17.1139
1.72	3.9	17.7732
0.03	0.14	13.5061
3.26	0.46	15.4598
2.55	2.87	17.3759
2.9	2.44	16.4988
1.25	0.32	14.0619
3.68	3.34	17.9516
3.21	0.62	14.6015
1.71	1.19	15.5159
1.78	2.41	17.412
0.28	0.07	13.4042
2.8	0.66	14.5302
1.18	1.98	15.1254
0.07	2.4	15.1367
2.08	2.38	16.3424
3.16	1.1	15.2426
0.5	3.51	16.1642
1.67	2.19	16.8295
3.71	1.65	15.5641
1.52	1.49	15.064
3.06	3.36	17.4858
0.9	3.59	17.4918
1.71	0.78	15.5937
1.46	3.23	17.7952
3.91	3.74	18.5189
3.05	1.51	16.3447
3.25	1.85	17.1995
1.8	2.74	16.7988
3.38	2.4	17.9538
0.81	0.28	15.0547
2.09	1.88	15.1115
0.58	0.45	13.2218
1.73	1.55	16.4603
0.46	1.47	14.911
0.84	1.83	16.093
2.36	3.46	17.4008
1.58	2.75	17.6728
1.78	0.68	15.7754
1.27	0.91	13.9229
3.67	0.47	15.6971
2.73	3.42	17.4657
3.16	3.14	18.0194
0.65	2.94	15.8863
0.83	1.87	15.9407
2.24	3.85	18.6704
1.24	0.54	14.8602
3.53	3.34	18.0951
1.41	1.56	14.9983
1.52	1.21	14.7164
3.64	2.58	18.316
2.89	3.16	17.8671
1.02	0.09	14.521
2.82	0.85	15.1432
3.36	3.28	18.0252
0.77	0.39	13.2045
3.62	0.72	15.6816
3.39	2.81	18.0051
0.97	2.33	15.9063
0.05	2.33	15.5491
1.84	0.98	14.926
0.59	2.51	15.5461
1.74	1.69	14.9282
0.6	3.49	17.1318
2.89	0.99	15.0857
3.93	3.85	18.7133
2.93	0.98	15.4329
1.21	3.92	17.2425
2.14	1.24	14.5282
1.33	3.84	16.8531
1.91	0.75	14.9081
3.91	0.79	15.2199
1.66	0.31	14.4858
3.72	2.7	16.9592
0.51	1.28	15.1567
2.54	2.35	16.8984
3.28	1.33	16.1534
2.67	0.72	14.9571
2.89	3.67	17.2413
3.84	1.18	16.94
0.07	2.1	14.7657
3.41	0.16	15.9103
2.77	0.5	14.5957
1.06	2.25	15.4596
1.73	0.29	13.8761
3.22	1.03	16.7078
0.57	1.69	14.5185
1.67	0.16	13.4569
1.24	1.58	15.012
0.11	3.17	16.4615
0.92	0.81	14.6924
3.29	1.94	17.1637
2.64	2.62	16.0028
3.78	2.2	17.9688
0.09	3.69	16.0017
0.67	2.27	15.2581
0.62	0.99	15.12
0.48	3.74	17.1326
0.04	0.78	14.934
0.72	1.91	15.7924
2.34	3.8	17.3004
3.48	1.41	15.249
3.29	0.04	14.5007
1.1	2.59	16.3588
0.6	0.58	13.4146
0.84	3.02	17.5728
2.75	1.04	15.5093
3.16	3.27	16.969
2.51	3.87	17.9995
2.81	1.38	15.6317
0.54	3.57	17.5708
3.16	0.24	14.5164
3.07	0.35	14.5207
2.75	3.77	18.7909
2.8	0.31	15.4432
0.87	0.48	14.6733
0.65	1.72	14.3589
1.96	1.29	15.1104
2	1.17	16.2164
2.32	1.34	15.634
2.11	1.46	16.6683
3.18	2.44	17.0336
0.23	1.72	15.1167
2.81	3.74	17.1529
3.11	2.97	16.9925
0.1	0.77	14.3644
3.26	1.92	16.108
3.32	2.62	16.4466
3.65	0.8	16.3525
0.68	1.95	15.2728
1.3	2.7	17.327
1.59	2.01	15.8911
0.09	1.11	15.2931
2.46	1.94	15.8584
3.12	2.8	17.5852
1.06	0.9	15.5626
2.11	1.85	16.8421
1.86	0.96	16.0658
0.39	2.86	15.8211
1.41	1.35	14.9151
0.04	0.93	14.902
1.55	2.93	16.1411
3.82	2.11	17.7374
1.13	1.09	14.3461
1.53	2.79	16.4841
0.95	1.53	15.0271
3.37	3.05	16.8377
3.02	2.39	16.497
1.44	2.54	17.3522
2.74	3.8	19.0744
3.77	0.76	15.0049
3.6	2.97	18.6934
0.63	2.44	15.9031
1.41	2.98	16.8797
2.94	0.54	14.6872
1.04	1.34	15.2292
2.45	0.19	14.8893
3.73	3.4	18.6323
1.05	2.23	16.3521
3.32	0.04	14.208
3.3	2.38	17.4976
0.81	3.88	17.3717
0.71	3.09	17.4539
0.94	3.24	15.9112
0.23	0.87	14.9697
1.47	1.29	15.7945
0.71	3.93	16.5917
0.63	1.63	14.4879
2.01	2.76	15.9283
2.85	2.26	17.0777
0.86	3.19	17.2824
2.58	3.67	18.1492
2.4	3.34	17.7368
0.59	1.69	15.8467
1.1	1.95	16.74
2.82	0.76	14.7454
0.6	0.89	15.3898
3.12	3.77	18.4976
3.4	3.51	19.0082
1.26	0.93	15.0222
1.62	1.43	14.8348
2.51	2.96	17.9473
1.61	2.35	15.9121
2.77	2.92	17.1971
0.01	2.1	14.9711
3.9	0.04	14.9658
